huc,topaz_id,wepp_id,length,width,area,slope,centroid_lng,centroid_lat,landuse,soil_texture,sbs,ash_wind_transport,ash_water_transport,ash_transport
258,22,1,348.72905584958244,704.558441227157,245700.0,0.36061739471794146,150.3788853678687,-34.3003342878532,130,sand loam,,-,-,-
258,23,2,320.6263480521802,704.558441227157,225900.0,0.29066647319813976,150.37234675416695,-34.30100547283854,131,sand loam,,557.2602361411109,2570.1876982534045,790.913663255057
258,32,3,314.2105737430192,506.98484809835,159300.0,0.39225377574433923,150.37945270401036,-34.30305093577604,132,sand loam,,507.6183671913154,2468.681356632571,1629.746256569757
258,33,4,356.8153973013947,506.98484809835,180900.0,0.5583319942949648,150.3757524608194,-34.30675797130024,132,sand loam,,488.38799686444065,2499.008344307437,1745.580211192798
258,41,5,416.02240368093624,253.11136868666975,105300.0,0.5163831206546796,150.38368654110178,-34.303141491253314,130,sand loam,,-,-,-
258,42,6,129.29591810705202,229.70562748477138,29700.0,0.4886392401361455,150.3820749244043,-34.302566137552645,130,sand loam,,-,-,-
258,52,7,395.5418868003115,536.98484809835,212400.0,0.470466702697067,150.38361105253128,-34.30557393255989,130,sand loam,,-,-,-
258,53,8,425.7103357935556,536.98484809835,228600.0,0.29770568079932797,150.37862486406024,-34.308712663737616,132,sand loam,,505.17371152651657,2495.1262789902416,1533.406072406046
258,62,9,212.13203435596424,84.8528137423857,18000.0,0.30731793763251103,150.38483835278558,-34.30803421162818,130,sand loam,,-,-,-
258,63,10,31.819805153394636,84.8528137423857,2700.0,0.16499,150.38351038702461,-34.30881718590305,130,sand loam,,-,-,-
258,72,11,97.12583127348472,416.98484809835,40500.0,0.4676356503674795,150.38650875002287,-34.306717632086716,130,sand loam,,-,-,-
258,73,12,276.2690311779121,416.98484809835,115200.0,0.42051672984840865,150.3884378029461,-34.30757015292343,130,sand loam,,-,-,-
258,81,13,266.3993128599231,432.4335478319118,115200.0,0.22205521863507782,150.387344409844,-34.30078555163771,131,sand loam,,558.7373245450025,2480.527848072108,809.2956930371349
258,82,14,27.56369090575163,522.4264068711929,14400.0,0.22490953862953864,150.38693497495393,-34.30348132189805,131,sand loam,,522.5846435514379,2451.994622994293,1216.0780722770967
258,83,15,62.01830453794117,522.4264068711929,32400.0,0.26864028628673065,150.38893929433493,-34.30190138119943,131,sand loam,,522.5846435514379,2451.994622994293,1216.0780722770967
258,91,16,338.87508943037227,297.45473522246346,100800.0,0.13588593211089117,150.39283906989326,-34.302254944326,131,sand loam,,576.5752039763616,nan,576.5752039763616
258,92,17,104.83949769684479,549.4112549695429,57600.0,0.35522054166013983,150.38922312578367,-34.303259689485905,131,sand loam,,525.3922851926828,2443.75870756607,1191.8719327107021
258,93,18,98.28702909079199,549.4112549695429,54000.0,0.48157868854442015,150.38983265274155,-34.304624941805,131,sand loam,,522.5846435514379,2451.994622994293,1216.0780722770967
258,102,19,253.60983616799808,404.5584412271571,102600.0,0.31956216001895954,150.3880702311455,-34.30891456437719,130,sand loam,,-,-,-
258,103,20,384.86404962336553,404.5584412271571,155700.0,0.3688026471658498,150.38244934895874,-34.311499004538376,131,sand loam,,561.9685945255034,2591.213486180961,745.185709710016
258,111,21,426.39027606748635,246.95685129398632,105300.0,0.32303576515054805,150.39342358198533,-34.30443100133409,131,sand loam,,568.9313536639851,2526.414266003383,645.4893617246937
258,113,22,19.45584412271571,786.3961030678928,15300.0,0.4920516071769369,150.390358528945,-34.30869291754635,131,sand loam,,521.3144192637697,2454.5973808184594,1240.3378944530152
258,122,23,76.36753236814712,212.13203435596427,16200.0,0.17419723418598926,150.38731829188112,-34.3121439249977,130,sand loam,,-,-,-
258,123,24,475.1757569573599,212.13203435596427,100800.0,0.38923182994513233,150.3836850797631,-34.31368902469402,131,sand loam,,574.5816210831589,2540.77681233906,625.9104455748572
258,131,25,395.9749911659414,334.1120094742473,132300.0,0.13379040826267474,150.40122346343395,-34.305137731025894,131,sand loam,,576.5752039763616,nan,576.5752039763616
258,132,26,210.84571470793674,1395.8073580374353,294300.0,0.4084032595518435,150.39500191471583,-34.306087305188704,130,sand loam,,-,-,-
258,133,27,305.6295681087523,1395.8073580374353,426600.0,0.33009786840114563,150.39455091499244,-34.31013447598265,130,sand loam,,-,-,-
258,142,28,382.9896079331891,632.1320343559643,242100.0,0.3977615108864938,150.39049177507883,-34.31491612633496,130,sand loam,,-,-,-
258,143,29,358.78580371436306,632.1320343559643,226800.0,0.28412058466161205,150.3845951419153,-34.315872075029176,131,sand loam,,564.1301291295376,2588.6081839187923,694.8679161961433
258,152,30,21.213203435596427,42.42640687119285,900.0,0.03064,150.38811116004715,-34.31811075628327,131,sand loam,,526.9423482703239,2447.0691195496292,1120.1712257369009
258,162,31,162.03461105328356,422.13203435596427,68400.0,0.3350733583531441,150.39140202820988,-34.317099134339834,131,sand loam,,531.4710712013253,2431.720796693511,1170.1048157875
258,163,32,63.96103067892772,422.13203435596427,27000.0,0.04840864541374036,150.39003211239918,-34.31923353513614,131,sand loam,,541.14811503668,2372.526808203043,1044.4113773827803
258,172,33,128.75190963561866,314.5584412271571,40500.0,0.24967706276986357,150.39270497473797,-34.317126895965956,131,sand loam,,531.4710712013253,2431.720796693511,1170.1048157875
258,173,34,74.389992233913,314.5584412271571,23400.0,0.23953130421704244,150.3946426849473,-34.31770905855878,130,sand loam,,-,-,-
258,181,35,441.228974075585,228.45281230949354,100800.0,0.3482625254098086,150.39642169090288,-34.312878792666375,130,sand loam,,-,-,-
258,182,36,242.91960371627957,229.70562748477138,55800.0,0.46829025416807163,150.39440051598444,-34.31499939412316,130,sand loam,,-,-,-
258,183,37,23.508348746736733,229.70562748477138,5400.0,0.5274992000000001,150.39601245995166,-34.31557459915652,130,sand loam,,-,-,-
258,191,38,267.5755536335271,420.4419965587761,112500.0,0.1573838112628441,150.40966659880235,-34.3061280309461,130,sand loam,,-,-,-
258,192,39,223.73180385931846,1862.497833620557,416700.0,0.20533428267794188,150.40207560321522,-34.30921259560893,131,sand loam,,557.1930740519696,2457.226968795153,855.0387672392612
258,193,40,226.14791405218367,1862.497833620557,421200.0,0.2612455097203099,150.40395493837133,-34.31168653254891,131,sand loam,,551.7306100167092,2455.092722748138,948.5132722790349
258,202,41,155.67089022288607,294.8528137423857,45900.0,0.2987464542676839,150.39460925776257,-34.31879015060444,130,sand loam,,-,-,-
258,203,42,225.87540934301117,294.8528137423857,66600.0,0.3707161576089896,150.39323939049726,-34.32092458925991,131,sand loam,,533.5202260048328,2454.159587905052,1128.4680048909063
258,211,43,516.5800164605105,193.3872717037957,99900.0,0.2081301255072796,150.4032118981197,-34.314645741222705,131,sand loam,,576.5752039763616,nan,576.5752039763616
258,213,44,9.013266289340091,599.1168824543142,5400.0,0.38117840000000003,150.39591223375126,-34.3188178793039,130,sand loam,,-,-,-
258,222,45,536.6386182575009,929.1168824543141,498600.0,0.32812619825793765,150.40110748291954,-34.31946920441304,130,sand loam,,-,-,-
258,223,46,322.5643680139852,929.1168824543141,299700.0,0.39661848214294915,150.39805055547902,-34.32346102301378,131,sand loam,,562.0508210538997,2437.1900762562677,808.2316368373614
258,231,47,419.12586161666144,246.94252843472253,103500.0,0.09534789022080559,150.41255641359348,-34.30754140752725,131,sand loam,,576.5752039763616,nan,576.5752039763616
258,232,48,210.30774781868155,1793.0865786510142,377100.0,0.3336651225801699,150.40746302640608,-34.314194950138685,131,sand loam,,540.3043938108244,2429.446992877957,1031.101766109402
258,233,49,321.2337914175566,1793.0865786510142,576000.0,0.19724891012993992,150.41065389016202,-34.316426108729694,131,sand loam,,576.5752039763616,2392.11984265062,600.7380306698022
258,242,50,368.29746369887545,344.5584412271571,126900.0,0.5243173058543467,150.40621130060293,-34.323093341429455,130,sand loam,,-,-,-
258,243,51,470.1669749347346,344.5584412271571,162000.0,0.4628763989097842,150.40285368500435,-34.32626755423393,131,sand loam,,571.7283556835714,2516.353064896023,647.9814788622388
258,252,52,382.06259929739554,706.6904755831214,270000.0,0.3913654380650603,150.41038807817617,-34.32507495074779,131,sand loam,,573.7219385767742,2429.8127063302845,622.8090639571839
258,253,53,150.27795572364224,706.6904755831214,106200.0,0.4111642350164061,150.40898523175076,-34.328290680465614,131,sand loam,,533.0211342789663,2430.1577721525955,1122.150291164444
258,262,54,37.169802929788624,242.13203435596427,9000.0,0.2460755937743856,150.4132370362583,-34.32783971956055,131,sand loam,,531.7435728047714,2422.4666434926557,1094.5388536161963
258,263,55,245.32069933660492,242.13203435596427,59400.0,0.34761103120867565,150.4154760584007,-34.329239285136524,131,sand loam,,551.7306100167092,2359.5391809591724,956.9040047268703
258,271,56,141.8881118881119,761.1631345490389,108000.0,0.11050331088011847,150.41430100006056,-34.303791928902506,131,sand loam,,549.7370271235066,2468.877490941042,973.6856871840896
258,272,57,321.250680168273,3020.0714267493645,970200.0,0.1465238722242979,150.4159651752569,-34.3132929184218,131,sand loam,,576.5752039763616,nan,576.5752039763616
258,273,58,217.8425298729198,3020.0714267493645,657900.0,0.0960714960342003,150.4189381182961,-34.312003376395374,132,sand loam,,521.4576031915659,2474.4117937575493,1340.994285926996
258,282,59,153.9723685611733,566.98484809835,87300.0,0.32603943081678627,150.41655290254837,-34.32601659449278,132,sand loam,,517.2959322312462,2440.798250542812,1552.7860991281966
258,283,60,349.2156812727642,566.98484809835,198000.0,0.22550386552458565,150.41841645273323,-34.32903089456265,131,sand loam,,574.5816210831589,2540.77681233906,625.9104455748572
258,291,61,322.9016244744081,345.61609958343513,111600.0,0.08282933571490698,150.4247268372463,-34.314559377685136,132,sand loam,,541.296908240446,2471.5595785204478,1060.0994763282133
258,292,62,297.95207692628014,1313.9696961966997,391500.0,0.16131684978062577,150.42101141247974,-34.31880840158272,132,sand loam,,521.8949005303048,2473.013674114844,1340.9611262399972
258,293,63,154.1131432377311,1313.9696961966997,202500.0,0.1530491003933072,150.4232255454924,-34.32101865875945,132,sand loam,,510.2926939739989,2465.2707735894164,1575.912396705018
258,302,64,42.857142857142854,210.0,9000.0,0.31315133390422417,150.42111379652206,-34.32611278497448,131,sand loam,,531.7435728047714,2356.5529046277775,1103.0291254418084
258,303,65,218.57142857142858,210.0,45900.0,0.25560764496989724,150.42102277224916,-34.32908584586941,131,sand loam,,549.7370271235066,2367.8714681705196,980.2591122454194
258,312,66,371.45157849449305,1056.396103067893,392400.0,0.18398056655703401,150.42647489308382,-34.32135747705353,132,sand loam,,528.5691147204209,2450.1213369257907,1295.778826283042
258,313,67,307.55509136814675,1056.396103067893,324900.0,0.18498540828454638,150.42665205395875,-34.32622935966698,131,sand loam,,574.5816210831589,2540.77681233906,625.9104455748572
258,322,68,190.4042740545692,964.2640687119285,183600.0,0.23009195360397194,150.43242098891915,-34.31877781973553,132,sand loam,,510.72999131273764,2464.197798049666,1575.879237018019
258,323,69,265.07261682106696,964.2640687119285,255600.0,0.28220663180011035,150.43532809478612,-34.31965012974505,132,sand loam,,522.4649542457563,2416.746802617605,1493.650885058468
258,331,70,233.9182242470699,434.7673223296278,101700.0,0.04204392261272277,150.42307817327358,-34.304517903780095,131,sand loam,,576.5752039763616,nan,576.5752039763616
258,332,71,358.592920621797,1485.8073580374353,532800.0,0.1247143126297438,150.4270647468083,-34.312715366924536,132,sand loam,,523.80592174761,2492.3381956065923,1198.2435516428664
258,333,72,201.10278656492673,1485.8073580374353,298800.0,0.10394348671459055,150.42909332013454,-34.31032390448439,132,sand loam,,518.8769577709122,2475.4590915112094,1438.8073560349917
258,342,73,135.5504520533835,444.85281374238576,60300.0,0.23215655833640106,150.43390507328735,-34.3128589533265,132,sand loam,,508.9887536383069,2465.9811473838736,1599.8390741560054
258,343,74,254.91577550337792,444.85281374238576,113400.0,0.28519573542098686,150.4368119965278,-34.31373122030485,132,sand loam,,522.4649542457563,2450.7426887891406,1482.631619988491
258,352,75,294.0916292848975,217.27922061357853,63900.0,0.14386255416763286,150.43267624636957,-34.31039910007728,132,sand loam,,516.6974281835152,2483.3621377366385,1364.3501075255576
258,353,76,4.142135623730951,217.27922061357853,900.0,0.11314,150.43463880147115,-34.31016978983305,132,sand loam,,509.42605097704575,2464.9325576518445,1599.8059144690064
258,361,77,271.15082816127824,375.06800436364404,101700.0,0.04716752372459858,150.42351950285655,-34.30074084079069,130,sand loam,,-,-,-
258,362,78,165.50498007047437,1468.2337649086278,243000.0,0.04992700618762725,150.4269782843216,-34.304870390487224,132,sand loam,,526.8012561224526,2472.549269038226,1295.7126307089432
258,363,79,159.37516599379015,1468.2337649086278,234000.0,0.023510883283687903,150.4286809668719,-34.30247207827061,131,sand loam,,576.5752039763616,nan,576.5752039763616
258,372,80,127.84465843431275,1006.6904755831213,128700.0,0.05029714234564945,150.43093608942135,-34.303330784609585,132,sand loam,,518.4396604321735,2479.38835188197,1389.7543337194138
258,373,81,16.98635321854505,1006.6904755831213,17100.0,0.02593,150.43220593658452,-34.30443924284142,131,sand loam,,526.9423482703239,2389.084661538087,1106.1143874310724
258,381,82,317.99866625159353,322.6428626553583,102600.0,0.020573878273535913,150.4294724219617,-34.29789097624127,131,sand loam,,576.5752039763616,nan,576.5752039763616
258,382,83,71.45183950935889,289.7056274847714,20700.0,0.024309979945688308,150.42943122649373,-34.29924238288788,131,sand loam,,570.6976141244046,2581.5538378898977,675.0028196957135
258,383,84,130.47727214752493,289.7056274847714,37800.0,0.027098601559508294,150.43202841704797,-34.29956734022331,131,sand loam,,576.5752039763616,nan,576.5752039763616
258,391,85,354.6127562813666,289.32969325726197,102600.0,0.07557396388821602,150.43527699359473,-34.299905889983485,131,sand loam,,576.5752039763616,nan,576.5752039763616
258,392,86,152.86363288514968,247.2792206135785,37800.0,0.0606222736065457,150.43296431360073,-34.300939239497865,131,sand loam,,574.5816210831589,2540.77681233906,625.9104455748572
258,393,87,502.26622233692035,247.2792206135785,124200.0,0.07131913055198566,150.4365057651837,-34.30236571742557,131,sand loam,,576.5752039763616,nan,576.5752039763616
258,401,88,411.5658638751524,352.07001532069506,144900.0,0.08704748019163959,150.43580506266517,-34.30397377131327,131,sand loam,,576.5752039763616,nan,576.5752039763616
258,402,89,56.38434185388344,782.1320343559643,44100.0,0.10075744991666667,150.434061408893,-34.307723599631736,132,sand loam,,508.9887536383069,2465.9811473838736,1599.8390741560054
258,403,90,400.44389724798856,782.1320343559643,313200.0,0.14906868665728498,150.43698459623616,-34.30805529064673,132,sand loam,,535.8371823070225,2455.7954560227327,1150.575053198551
258,412,91,158.1492031784532,489.4112549695429,77400.0,0.31724201540315966,150.43389335641928,-34.323947319959395,132,sand loam,,514.4882905900014,2447.143152013431,1552.670233868427
258,413,92,239.06274899068507,489.4112549695429,117000.0,0.2428946322931631,150.4309201847873,-34.3252372145188,131,sand loam,,552.5955430364049,2477.0654045786,902.8876204515607
258,422,93,10.294372515228593,174.8528137423857,1800.0,0.13435,150.43547286007697,-34.32560314946672,131,sand loam,,528.9359311635266,2437.281589668129,1144.4110800696196
258,423,94,293.3896166840149,174.8528137423857,51300.0,0.28502400126409005,150.43542348932164,-34.32722483769803,131,sand loam,,568.4042195530153,2408.620036073506,763.040182064006
258,432,95,157.49335441019238,2205.8073580374357,347400.0,0.3453062762473263,150.43902643825686,-34.31594120579075,132,sand loam,,510.9365365037919,2427.4545438937766,1589.8052226788038
258,433,96,255.82469744868038,2205.8073580374357,564300.0,0.10285881823461172,150.44230029217377,-34.31546874875018,132,sand loam,,525.0455996664101,2467.8163562808586,1317.4201229120774
258,441,97,282.1707955518451,392.3155824241221,110700.0,0.06627880488496603,150.44099982353023,-34.304623376027756,132,sand loam,,537.353011184006,2490.0090085262336,1060.1089320715507
258,442,98,165.53710695821343,277.2792206135785,45900.0,0.1833460616481727,150.4412516938452,-34.30706273531971,132,sand loam,,510.2926939739989,2465.2707735894164,1575.912396705018
258,443,99,434.9406339686392,277.2792206135785,120600.0,0.07849724767086079,150.44327153643314,-34.30494129533831,132,sand loam,,561.3631928116722,2465.1845213386187,879.4039562923834
258,451,100,398.4054662360066,255.2675819456633,101700.0,0.05159642034502053,150.4482782581141,-34.311807140574466,132,sand loam,,562.7560856325979,2559.084039209765,789.7156842917424
258,452,101,565.4015126392748,434.5584412271571,245700.0,0.06127103997797416,150.4483764444149,-34.30856372283568,132,sand loam,,575.734500770764,2560.8379252919103,647.5201500142485
258,453,102,144.97474683058326,434.5584412271571,63000.0,0.07870187989571086,150.44604728555313,-34.31013788389911,132,sand loam,,512.0103219233912,2480.992958223774,1459.1388278888464
258,462,103,204.31604390832777,427.2792206135786,87300.0,0.21689239624352546,150.43905645354673,-34.32567818757143,132,sand loam,,521.8578458198338,2438.168519344149,1506.9764394942376
258,463,104,360.1860155497325,427.2792206135786,153900.0,0.2495185024227584,150.4386320514231,-34.32891475446742,131,sand loam,,574.5816210831589,2540.77681233906,625.9104455748572
258,471,105,307.75814389615,350.9249134165676,108000.0,0.06624307233717175,150.44651858371222,-34.31609772840366,132,sand loam,,543.5871594152082,2498.440189135484,1017.5950021844912
258,472,106,86.0315417344104,1223.9696961967,105300.0,0.15715999625848967,150.44251939909077,-34.31898923751927,132,sand loam,,510.9365365037919,2425.9312580887095,1589.1282067654404
258,473,107,221.32900907741478,1223.9696961967,270900.0,0.18639042819407264,150.444090794028,-34.32091524373147,132,sand loam,,522.0276569070176,2417.0641150614556,1493.3462119125854
258,482,108,108.73964143727348,264.8528137423857,28800.0,0.33012734200376237,150.44197207963862,-34.32628007004019,131,sand loam,,537.8223588134138,2413.0839570388825,1098.4378235800232
258,483,109,353.40383467113884,264.8528137423857,93600.0,0.23559705725780195,150.44122198717363,-34.32950984031564,131,sand loam,,574.5816210831589,2540.77681233906,625.9104455748572
258,492,110,190.2943725152286,132.42640687119285,25200.0,0.3175105814597528,150.44328342337354,-34.32603701701346,131,sand loam,,543.1120354520692,2412.264882848901,1054.804586359412
258,493,111,373.7925174406276,132.42640687119285,49500.0,0.26500805176521064,150.44351077371755,-34.32928721868269,131,sand loam,,574.5816210831589,2540.77681233906,625.9104455748572
