ntwk,state,site_name,ts,start,lat,lon,elev,county,huc,
SNTL,UT,Temple Fork (1013),,2001-November,41.79,-111.55,7406,Cache,Temple Fork (160102030303),
SNTL,UT,Thaynes Canyon (814),,1988-June,40.62,-111.53,9230,Summit,Kimball Creek (160201020101),
SNTL,UT,Thistle Flat (1226),,2012-October,39.24,-111.52,8787,Sanpete,Manti Canyon (160300040501),
SNTL,UT,Timberline (1097),,2007-October,39.68,-110.43,8736,Carbon,Grassy Trail Reservoir-Whitmore Canyon (140600070903),
SNTL,UT,Timpanogos Divide (820),,1978-October,40.43,-111.62,8140,Utah,Middle American Fork (160202010802),
SNTL,UT,Tony Grove Lake (823),,1978-October,41.9,-111.63,8474,Cache,Tony Grove Creek-Logan River (160102030304),
SNTL,UT,Tony Grove RS (1113),,2009-October,41.89,-111.57,6332,Cache,Tony Grove Creek-Logan River (160102030304),
SNTL,UT,Trial Lake (828),,1978-October,40.68,-110.95,9992,Summit,Spring Canyon-Provo River (160202030102),
SNTL,UT,Trout Creek (833),,1978-October,40.74,-109.67,9518,Uintah,North Fork Ashley Creek (140600100802),
SNTL,UT,Upper Joes Valley (1227),,2012-October,39.42,-111.25,8596,Emery,Indian Creek (140600090201),
SNTL,UT,Usu Doc Daniel (1098),,2007-October,41.86,-111.51,8270,Rich,Big Creek (160102010103),
SNTL,UT,Vernon Creek (844),,1978-October,39.94,-112.41,7401,Tooele,Vernon Creek (160203040102),
SNTL,UT,Webster Flat (853),,1980-July,37.58,-112.9,9203,Iron,Upper Deep Creek (150100080101),
SNTL,UT,White River #1 (864),,1978-October,39.96,-110.99,8641,Wasatch,Right Fork White River (140600070102),
SNTL,UT,Widtsoe #3 (865),,1978-October,37.84,-111.88,9640,Garfield,Sweetwater Creek (160300020403),
SNTL,UT,Wilbur Bench (543),,1978-October,39.89,-110.75,9171,Duchesne,Left Fork Indian Canyon (140600040701),
SNTL,UT,Wolf Creek Peak (1164),,2020-August,40.48,-111.04,9796,Wasatch,Mill Hollow-South Fork Provo River (160202030104),
SNTL,UT,Wrigley Creek (1228),,2012-October,39.13,-111.36,9327,Sanpete,Millsite Reservoir-Ferron Creek (140600090303),
SNTL,UT,Yankee Reservoir (1197),,2012-October,37.75,-112.77,8692,Iron,Center Creek-Parowan Creek (160300060202),
SNTL,WA,Alpine Meadows (908),,1994-September,47.78,-121.7,3500,King,Upper North Fork Tolt River (171100100501),
SNTL,WA,Beaver Pass (990),,2000-October,48.88,-121.26,3630,Whatcom,Upper Big Beaver Creek (171100050605),
SNTL,WA,Blewett Pass (352),,1979-October,47.35,-120.68,4240,Chelan,Upper Peshastin Creek (170200110501),
SNTL,WA,Brown Top (1080),,2009-September,48.93,-121.2,5830,Whatcom,Little Beaver Creek (171100050601),
SNTL,WA,Buckinghorse (1107),,2008-June,47.71,-123.46,4870,Jefferson,Headwaters Elwha River (171100200501),
SNTL,WA,Bumping Ridge (375),,1978-October,46.81,-121.33,4610,Yakima,Upper Bumping River (170300020105),
SNTL,WA,Bunchgrass Mdw (376),,1979-October,48.69,-117.18,5000,Pend Oreille,Harvey Creek (170102160401),
SNTL,WA,Burnt Mountain (942),,1999-July,47.04,-121.94,4170,Pierce,Wilkeson Creek (171100140103),
SNTL,WA,Calamity (1109),,2008-August,45.9,-122.22,2500,Skamania,Lower Canyon Creek (170800020603),
SNTL,WA,Cayuse Pass (1085),,2006-October,46.87,-121.53,5240,Pierce,Headwaters White River (171100140301),
SNTL,WA,Corral Pass (418),,1979-October,47.02,-121.46,5800,Pierce,Silver Creek-White River (171100140307),
SNTL,WA,Cougar Mountain (420),,1979-October,47.28,-121.67,3200,King,North Fork Green River (171100130202),
SNTL,WA,Decline Creek (1319),,1900-January,48.24,-121.46,4480,Snohomish,Dan Creek (171100060403),
SNTL,WA,Dungeness (943),,1998-October,47.87,-123.08,4010,Clallam,Headwaters Dungeness River (171100200301),
SNTL,WA,Easy Pass (998),,2008-September,48.86,-121.44,5270,Whatcom,Indian Creek-Chilliwack River (171100010101),
SNTL,WA,Elbow Lake (910),,1995-August,48.69,-121.91,3040,Whatcom,Wanlick Creek-South Fork Nooksack River (171100040401),
SNTL,WA,Fish Lake (478),,1979-October,47.54,-121.09,3430,Kittitas,Headwaters Cle Elum River (170300010102),
SNTL,WA,Gold Axe Camp (1159),,2010-October,48.95,-118.99,5360,Okanogan,Lower Toroda Creek (170200021204),
SNTL,WA,Gold Mountain (1256),,2010-October,48.19,-118.46,4390,Ferry,Wilmont Creek (170200011703),
SNTL,WA,Green Lake (502),,1981-October,46.55,-121.17,5920,Yakima,Headwaters North Fork Ahtanum Creek (170300030101),
SNTL,WA,Grouse Camp (507),,1979-October,47.28,-120.49,5390,Kittitas,Pearson Creek-Naneum Creek (170300010401),
SNTL,WA,Harts Pass (515),,1979-October,48.72,-120.66,6490,Okanogan,Upper Canyon Creek (171100050501),
SNTL,WA,Hozomeen Camp (991),,2000-October,48.98,-121.08,1690,Whatcom,Silver Creek-Ross Lake (171100050602),
SNTL,WA,Huckleberry Creek (928),,1997-October,47.07,-121.59,2250,Pierce,Silver Creek-White River (171100140307),
SNTL,WA,Indian Rock (1129),,2008-October,45.99,-120.81,5360,Klickitat,West Prong Little Klickitat River (170701060301),
SNTL,WA,June Lake (553),,1980-October,46.15,-122.15,3440,Skamania,Swift Creek (170800020304),
SNTL,WA,Lone Pine (591),,1978-October,46.27,-121.96,3930,Skamania,Upper Clear Creek (170800020203),
SNTL,WA,Lost Horse (599),,1989-October,46.36,-121.08,5120,Yakima,Upper Simcoe Creek (170300030302),
SNTL,WA,Lyman Lake (606),,1978-October,48.2,-120.92,5980,Chelan,Upper Railroad Creek (170200090203),
SNTL,WA,Lynn Lake (1069),,2007-August,47.2,-121.78,3900,King,Howard A Hansen Dam-Green River (171100130203),
SNTL,WA,Marten Ridge (999),,2006-July,48.76,-121.7,3520,Whatcom,Swift Creek (171100051004),
SNTL,WA,Meadows Pass (897),,1993-October,47.28,-121.47,3230,King,Headwaters Cedar River (171100120101),
SNTL,WA,MF Nooksack (1011),,2002-October,48.82,-121.93,4970,Whatcom,Clearwater Creek (171100040303),
SNTL,WA,Morse Lake (642),,1978-October,46.91,-121.48,5410,Yakima,Upper American River (170300020106),
SNTL,WA,Moses Mtn (644),,1991-October,48.36,-119.08,5010,Okanogan,Upper Omak Creeek (170200061903),
SNTL,WA,Mount Crag (648),,1989-October,47.76,-123.03,3960,Jefferson,Tunnel Creek (171100180601),
SNTL,WA,Mount Gardner (898),,1993-October,47.36,-121.57,2920,King,Chester Morse Lake-Cedar River (171100120103),
SNTL,WA,Mowich (941),,1998-September,46.93,-121.95,3160,Pierce,Voight Creek (171100140105),
SNTL,WA,Mt. Tebo (1126),,2020-July,47.46,-123.41,3384,Mason,Upper South Fork Skokomish River (171100170101),
SNTL,WA,Muckamuck (1259),,2014-June,48.59,-119.87,4470,Okanogan,West Fork Salmon Creek (170200062001),
SNTL,WA,Olallie Meadows (672),,1979-October,47.37,-121.44,4030,King,Upper South Fork Snoqualmie River (171100100301),
SNTL,WA,Paradise (679),,1979-October,46.78,-121.75,5130,Pierce,Headwaters Nisqually River (171100150104),
SNTL,WA,Park Creek Ridge (681),,1978-October,48.44,-120.92,4600,Chelan,Park Creek-Stehekin River (170200090106),
SNTL,WA,Pepper Creek (1104),,2007-August,46.1,-121.96,2140,Skamania,Little Creek-Lewis River (170800020111),
SNTL,WA,Pigtail Peak (692),,1979-October,46.62,-121.39,5800,Yakima,Clear Creek (170300020301),
SNTL,WA,Pinto Rock (1263),,2014-October,46.32,-121.94,4440,Skamania,Iron Creek (170800040405),
SNTL,WA,Pope Ridge (699),,1979-October,47.99,-120.57,3590,Chelan,Lake Creek-Entiat River (170200100204),
SNTL,WA,Potato Hill (702),,1980-October,46.35,-121.51,4510,Yakima,Muddy Fork (170800040303),
SNTL,WA,Quartz Peak (707),,1985-October,47.88,-117.09,4700,Spokane,Upper Deadman Creek (170103080302),
SNTL,WA,Rainy Pass (711),,1979-October,48.52,-120.74,4890,Chelan,Upper Granite Creek (171100050503),
SNTL,WA,Rex River (911),,1995-August,47.3,-121.6,3810,King,Rex River (171100120102),
SNTL,WA,Salmon Meadows (728),,1979-October,48.66,-119.84,4460,Okanogan,North Fork Salmon Creek (170200062003),
SNTL,WA,Sasse Ridge (734),,1983-October,47.38,-121.06,4340,Kittitas,Upper Cle Elum River (170300010104),
SNTL,WA,Satus Pass (1231),,2012-August,45.99,-120.68,3960,Klickitat,West Prong Little Klickitat River (170701060301),
SNTL,WA,Sawmill Ridge (1068),,2006-July,47.16,-121.42,4640,King,Lester Creek-Green River (171100130104),
SNTL,WA,Sentinel Butte (1043),,2003-August,48.86,-118.4,4680,Ferry,West Deer Creek (170200021705),
SNTL,WA,Sheep Canyon (748),,1980-October,46.19,-122.25,3990,Cowlitz,Headwaters South Fork Toutle River (170800050601),
SNTL,WA,Skate Creek (1257),,2014-October,46.64,-121.83,3770,Lewis,Silver Creek (170800040505),
SNTL,WA,Skookum Creek (912),,1995-August,47.68,-121.61,3310,King,Upper South Fork Tolt River (171100100503),
SNTL,WA,Sourdough Gulch (985),,2000-July,46.24,-117.39,4000,Asotin,Lick Creek (170601030202),
SNTL,WA,Spencer Meadow (776),,1980-October,46.18,-121.93,3400,Skamania,Cussed Hollow-Lewis River (170800020108),
SNTL,WA,Spirit Lake (777),,1983-October,46.26,-122.18,3520,Skamania,Headwaters North Fork Toutle River (170800050502),
SNTL,WA,Spruce Springs (984),,2000-July,46.18,-117.54,5700,Garfield,North Fork Asotin Creek (170601030201),
SNTL,WA,Stampede Pass (788),,1979-October,47.27,-121.34,3850,King,Sunday Creek (171100130103),
SNTL,WA,Stevens Pass (791),,1979-October,47.75,-121.09,3950,King,Upper Tye River (171100090102),
SNTL,WA,Surprise Lakes (804),,1978-October,46.09,-121.76,4290,Skamania,Big Creek (170800020107),
SNTL,WA,Swamp Creek (975),,1999-October,48.57,-120.78,3930,Skagit,Upper Granite Creek (171100050503),
SNTL,WA,Swift Creek (1012),,2001-October,46.16,-122.18,4440,Skamania,Swift Creek (170800020304),
SNTL,WA,Thunder Basin (817),,1987-September,48.53,-120.99,4320,Skagit,Upper Thunder Creek (171100050702),
SNTL,WA,Tinkham Creek (899),,1993-October,47.33,-121.47,2990,King,Headwaters Cedar River (171100120101),
SNTL,WA,Touchet (824),,1979-October,46.12,-117.85,5530,Columbia,Wolf Fork (170701020303),
SNTL,WA,Trinity (1171),,2010-August,48.07,-120.85,2930,Chelan,Phelps Creek (170200110302),
SNTL,WA,Trough (832),,1978-October,47.23,-120.29,5480,Kittitas,Colockum Creek (170200100402),
SNTL,WA,Upper Wheeler (841),,1979-October,47.29,-120.37,4330,Chelan,Stemilt Creek (170200100310),
SNTL,WA,Waterhole (974),,1999-September,47.94,-123.43,5010,Clallam,Lillian River (171100200506),
SNTL,WA,Wells Creek (909),,1995-August,48.87,-121.79,4030,Whatcom,Wells Creek (171100040103),
SNTL,WA,White Pass E.S. (863),,1979-October,46.64,-121.38,4440,Yakima,Clear Creek (170300020301),
SNTL,WY,Bald Mtn. (309),,1975-October,44.8,-107.84,9380,Big Horn,Upper Porcupine Creek (100800100501),
SNTL,WY,Base Camp (314),,1979-October,43.94,-110.45,7060,Teton,Lower Pacific Creek (170401010304),
SNTL,WY,Battle Mountain (317),,1985-October,41.05,-107.27,7498,Carbon,Lower Battle Creek (140500030109),
SNTL,WY,Bear Trap Meadow (325),,1979-October,43.89,-107.06,8200,Johnson,Lower North Fork Red Fork Powder River (100902010205),
SNTL,WY,Beartooth Lake (326),,1979-October,44.94,-109.57,9360,Park,Beartooth Creek (100700060206),
SNTL,WY,Big Goose (931),,1998-July,44.58,-107.2,7990,Sheridan,Lower East Fork Big Goose Creek (100901010103),
SNTL,WY,Big Sandy Opening (342),,1963-March,42.65,-109.26,9080,Sublette,Black Joe Creek-Big Sandy River (140401040101),
SNTL,WY,Blackhall Mtn (1119),,2009-August,41.06,-106.71,9839,Carbon,Beaver Creek (101800020504),
SNTL,WY,Blackwater (350),,1979-October,44.38,-109.79,9780,Park,Sheep Creek-North Fork Shoshone River (100800120209),
SNTL,WY,Blind Bull Sum (353),,1978-October,42.96,-110.61,8650,Sublette,Upper Horse Creek (140401010402),
SNTL,WY,Bone Springs Div (358),,1978-October,44.68,-107.58,9350,Sheridan,Cedar Creek (100800100102),
SNTL,WY,Brooklyn Lake (367),,1962-October,41.36,-106.23,10250,Albany,North Fork Little Laramie River (101800100502),
SNTL,WY,Burgess Junction (377),,1979-October,44.79,-107.53,7880,Sheridan,Lower North Tongue River (100901010202),
SNTL,WY,Burroughs Creek (379),,1978-October,43.7,-109.67,8750,Fremont,Middle Horse Creek (100800010102),
SNTL,WY,Canyon (384),,1960-October,44.72,-110.51,7870,Park,Cascade Creek-Yellowstone River (100700010705),
SNTL,WY,Casper Mtn. (389),,1962-January,42.73,-106.32,7920,Natrona,Elkhorn Creek (101800070804),
SNTL,WY,Castle Creek (1130),,2010-August,43.67,-109.38,8400,Fremont,Upper East Fork Wind River (100800010401),
SNTL,WY,Cinnabar Park (1046),,1999-June,41.24,-106.23,9707,Albany,Headwaters Little Laramie River (101800100503),
SNTL,WY,Cloud Peak Reservoir (402),,1978-October,44.4,-107.06,9860,Johnson,Upper South Piney Creek (100902060301),
SNTL,WY,Cold Springs (405),,1980-October,43.28,-109.45,9630,Fremont,Dry Creek (100800010702),
SNTL,WY,Cole Canyon (982),,2000-June,44.49,-104.41,5910,Crook,South Redwater Creek (101202030302),
SNTL,WY,Cottonwood Creek (419),,1980-October,42.65,-110.81,7670,Lincoln,Cottonwood Creek (170401050102),
SNTL,WY,Crow Creek (1045),,2003-August,41.23,-105.39,8335,Albany,North Fork Crow Creek (101900090104),
SNTL,WY,Deer Park (923),,1997-August,42.59,-108.9,9700,Fremont,Headwaters Little Popo Agie River (100800030101),
SNTL,WY,Divide Peak (449),,1979-October,41.3,-107.15,8730,Carbon,North Fork Savery Creek (140500030203),
SNTL,WY,Dome Lake (451),,1978-October,44.57,-107.3,8880,Sheridan,West Fork Big Goose Creek (100901010102),
SNTL,WY,East Rim Divide (460),,1984-October,43.13,-110.2,7930,Sublette,Fisherman Creek (170401030203),
SNTL,WY,Elkhart Park G.S. (468),,1963-October,43.01,-109.76,9400,Sublette,Lower Pine Creek (140401020103),
SNTL,WY,Evening Star (472),,1979-October,44.65,-109.78,9200,Park,Upper Sunlight Creek (100700060301),
SNTL,WY,Grand Targhee (1082),,2006-August,43.78,-110.93,9260,Teton,Teton Creek (170402040202),
SNTL,WY,Granite Creek (497),,1987-October,43.34,-110.43,6770,Teton,Lower Granite Creek (170401030304),
SNTL,WY,Grassy Lake (499),,1962-September,44.13,-110.83,7265,Teton,Calf Creek-Fall River (170402030202),
SNTL,WY,Grave Springs (501),,1991-October,43.47,-107.24,8550,Natrona,Upper Buffalo Creek (100902010103),
SNTL,WY,Gros Ventre Summit (506),,1976-April,43.39,-110.13,8750,Teton,Kinky Creek-Gros Ventre River (170401020203),
SNTL,WY,Gunsight Pass (944),,1998-September,43.38,-109.88,9820,Sublette,Middle South Fork Fish Creek (170401020102),
SNTL,WY,Hams Fork (509),,1984-October,42.15,-110.68,7840,Lincoln,West Beaver Creek-Hams Fork (140401070504),
SNTL,WY,Hansen Sawmill (512),,1979-October,44.26,-106.98,8360,Johnson,Upper South Clear Creek (100902060101),
SNTL,WY,Hobbs Park (525),,1978-October,42.87,-109.09,10100,Fremont,Sand Creek (100800030207),
SNTL,WY,Indian Creek (544),,1979-October,42.3,-110.68,9425,Lincoln,East Fork Hams Fork-Hams Fork (140401070502),
SNTL,WY,Kelley R.S. (554),,1963-October,42.27,-110.8,8180,Lincoln,West Fork Hams Fork (140401070501),
SNTL,WY,Kendall R.S. (555),,1984-October,43.25,-110.02,7740,Sublette,Lime Creek-Green River (140401010302),
SNTL,WY,Kirwin (560),,1979-October,43.86,-109.32,9550,Park,Upper Wood River (100800090101),
SNTL,WY,Laprele Creek (571),,1978-October,42.44,-105.86,8390,Converse,Upper La Prele Creek (101800071201),
SNTL,WY,Larsen Creek (1134),,2010-August,42.58,-109.09,9000,Sublette,Pool Creek-Sweetwater River (101800060101),
SNTL,WY,Lewis Lake Divide (577),,1963-September,44.21,-110.67,7850,Teton,Lower Lewis River (170401010104),
SNTL,WY,Little Goose (1131),,2010-August,44.54,-107.18,8870,Johnson,Upper Little Goose Creek (100901010105),
SNTL,WY,Little Snake River (1047),,2004-July,41.07,-106.94,8928,Carbon,Nort Fork Little Snake River (140500030103),
SNTL,WY,Little Warm (585),,1978-October,43.5,-109.75,9370,Fremont,Little Warm Spring Creek-Wind River (100800010212),
SNTL,WY,Loomis Park (597),,1979-October,43.17,-110.14,8240,Sublette,Miner Creek-North Beaver Creek (140401010201),
SNTL,WY,Marquette (616),,1979-October,44.3,-109.24,8760,Park,Carter Creek-South Fork Shoshone River (100800130303),
SNTL,WY,Med Bow (1196),,2012-August,41.38,-106.35,10512,Carbon,Turpin Creek-Medicine Bow River (101800040302),
SNTL,WY,Middle Powder (625),,1978-October,43.63,-107.18,7760,Washakie,Little Canyon Creek (100800080205),
SNTL,WY,New Fork Lake (661),,1984-October,43.11,-109.95,8340,Sublette,Marsh Creek-New Fork River (140401020201),
SNTL,WY,North French Creek (668),,1962-September,41.33,-106.38,10153,Carbon,French Creek (101800020502),
SNTL,WY,Old Battle (673),,1962-September,41.15,-106.97,9860,Carbon,Cow Creek (101800020901),
SNTL,WY,Owl Creek (676),,1979-October,43.66,-109.01,8975,Hot Springs,Middle Fork Owl Creek (100800070103),
SNTL,WY,Parker Peak (683),,1979-October,44.73,-109.91,9400,Park,Little Lamar River-Lamar River (100700010502),
SNTL,WY,Phillips Bench (689),,1976-March,43.52,-110.91,8200,Teton,Spring Creek-Snake River (170401030504),
SNTL,WY,Pocket Creek (1133),,2009-September,42.71,-109.41,9360,Sublette,Cottonwood Creek (140401020505),
SNTL,WY,Powder River Pass (703),,1949-October,44.16,-107.13,9480,Johnson,Upper Canyon Creek (100800080304),
SNTL,WY,Reno Hill (716),,1979-October,42.57,-106.09,8430,Natrona,Upper Deer Creek (101800070901),
SNTL,WY,Sage Creek Basin (1015),,2001-October,41.4,-107.26,7850,Carbon,Upper Sage Creek (101800020802),
SNTL,WY,Salt River Summit (730),,1959-October,42.51,-110.91,7640,Lincoln,Cedar Creek-Salt River (170401050101),
SNTL,WY,Sand Lake (731),,1979-October,41.46,-106.28,10098,Carbon,Deep Creek-Rock Creek (101800040101),
SNTL,WY,Sandstone RS (732),,1984-October,41.11,-107.17,8152,Carbon,Little Sandstone Creek (140500030208),
SNTL,WY,Shell Creek (751),,1978-October,44.5,-107.43,9580,Big Horn,Willett Creek-Shell Creek (100800100101),
SNTL,WY,Snake River Station (764),,1989-October,44.13,-110.67,6920,Teton,Sheffield Creek-Snake River (170401010402),
SNTL,WY,Snider Basin (765),,1980-September,42.49,-110.53,8060,Sublette,Upper South Piney Creek (140401010906),
SNTL,WY,Soldier Park (1132),,2010-August,44.35,-107.01,8720,Johnson,North Clear Creek (100902060103),
SNTL,WY,South Brush Creek (772),,1976-February,41.33,-106.5,8495,Carbon,Barrett Creek-Brush Creek (101800020303),
SNTL,WY,South Pass (775),,1984-October,42.57,-108.84,9040,Fremont,Headwaters Little Popo Agie River (100800030101),
SNTL,WY,Spring Creek Divide (779),,1978-October,42.53,-110.66,9000,Sublette,Headwaters La Barge Creek (140401011001),
SNTL,WY,St. Lawrence Alt (786),,1983-October,43.03,-109.17,8620,Fremont,Saint Lawrence Creek (100800020105),
SNTL,WY,Sucker Creek (798),,1978-October,44.72,-107.4,8880,Sheridan,Upper South Tongue River (100901010203),
SNTL,WY,Sylvan Lake (806),,1978-October,44.48,-110.16,8420,Park,Clear Creek (100700010404),
SNTL,WY,Sylvan Road (807),,1986-October,44.48,-110.04,7120,Park,Middle Creek (100800120103),
SNTL,WY,Thumb Divide (816),,1987-September,44.37,-110.58,7980,Teton,Big Thumb Creek-Yellowstone Lake (100700010409),
SNTL,WY,Tie Creek (818),,1994-August,44.81,-107.41,6870,Sheridan,Sheep Creek-Tongue River (100901010205),
SNTL,WY,Timber Creek (819),,1967-August,44.03,-109.18,7950,Park,Rose Creek-Greybull River (100800090210),
SNTL,WY,Togwotee Pass (822),,1960-October,43.75,-110.06,9580,Teton,Brooks Lake Creek-Wind River (100800010201),
SNTL,WY,Townsend Creek (826),,1979-October,42.7,-108.9,8700,Fremont,Sawmill Creek (100800030203),
SNTL,WY,Triple Peak (831),,1984-October,42.76,-110.59,8500,Sublette,Upper South Cottonwood Creek (140401010503),
SNTL,WY,Two Ocean Plateau (837),,1979-October,44.15,-110.22,9240,Teton,Plateau Creek-Snake River (170401010201),
SNTL,WY,Webber Springs (852),,1976-February,41.16,-106.93,9260,Carbon,North Fork Encampment River (101800020406),
SNTL,WY,Whiskey Park (859),,1985-October,41,-106.91,9020,Carbon,Whiskey Creek-Middle Fork Little Snake River (140500030102),
SNTL,WY,Willow Creek (868),,1979-October,42.82,-110.84,8080,Lincoln,Willow Creek (170401050204),
SNTL,WY,Windy Peak (872),,1979-October,42.28,-105.58,7915,Albany,Headwaters Horseshoe Creek (101800080802),
SNTL,WY,Wolverine (875),,1979-October,44.8,-109.66,7650,Park,Lower Crandall Creek (100700060104),
SNTL,WY,Younts Peak (878),,1979-October,43.93,-109.82,8350,Park,Younts Creek-South Fork Shoshone River (100800130103),
